Club,Elo,From,To
Norwich,1531.49169922,2017-05-12,2017-05-24
Norwich,1534.23693848,2017-05-25,2017-07-27
Norwich,1534.25024414,2017-07-28,2017-08-03
Norwich,1534.57226562,2017-08-04,2017-08-05
Norwich,1536.90698242,2017-08-06,2017-08-13
Norwich,1523.87658691,2017-08-14,2017-08-15
Norwich,1526.49230957,2017-08-16,2017-08-16
Norwich,1532.68664551,2017-08-17,2017-08-17
Norwich,1533.8560791,2017-08-18,2017-08-19
Norwich,1522.61230469,2017-08-20,2017-08-23
Norwich,1524.17102051,2017-08-24,2017-08-24
Norwich,1524.46557617,2017-08-25,2017-08-26
Norwich,1503.59716797,2017-08-27,2017-09-09
Norwich,1507.28405762,2017-09-10,2017-09-12
Norwich,1503.6427002,2017-09-13,2017-09-13
Norwich,1507.37463379,2017-09-14,2017-09-14
Norwich,1504.5378418,2017-09-15,2017-09-16
Norwich,1511.88977051,2017-09-17,2017-09-23
Norwich,1508.59997559,2017-09-24,2017-09-26
Norwich,1522.58532715,2017-09-27,2017-09-27
Norwich,1530.37988281,2017-09-28,2017-09-28
Norwich,1528.77636719,2017-09-29,2017-09-30
Norwich,1537.97924805,2017-10-01,2017-10-14
Norwich,1536.32336426,2017-10-15,2017-10-17
Norwich,1541.6451416,2017-10-18,2017-10-18
Norwich,1542.06433105,2017-10-19,2017-10-19
Norwich,1539.62438965,2017-10-20,2017-10-22
Norwich,1547.38977051,2017-10-23,2017-10-28
Norwich,1537.1607666,2017-10-29,2017-10-31
Norwich,1520.62646484,2017-11-01,2017-11-01
Norwich,1528.81835938,2017-11-02,2017-11-02
Norwich,1523.48535156,2017-11-03,2017-11-04
Norwich,1512.52392578,2017-11-05,2017-11-18
Norwich,1509.20214844,2017-11-19,2017-11-21
Norwich,1503.83984375,2017-11-22,2017-11-22
Norwich,1501.03222656,2017-11-23,2017-11-23
Norwich,1490.48193359,2017-11-24,2017-11-25
Norwich,1488.28442383,2017-11-26,2017-12-01
Norwich,1481.17236328,2017-12-02,2017-12-05
Norwich,1481.20214844,2017-12-06,2017-12-06
Norwich,1480.46020508,2017-12-07,2017-12-07
Norwich,1484.33703613,2017-12-08,2017-12-09
Norwich,1494.59997559,2017-12-10,2017-12-16
Norwich,1488.91943359,2017-12-17,2017-12-22
Norwich,1479.91259766,2017-12-23,2017-12-26
Norwich,1489.52355957,2017-12-27,2017-12-30
Norwich,1487.67553711,2017-12-31,2018-01-01
Norwich,1492.72424316,2018-01-02,2018-01-13
Norwich,1502.36975098,2018-01-14,2018-01-20
Norwich,1491.30822754,2018-01-21,2018-01-27
Norwich,1501.56408691,2018-01-28,2018-02-03
Norwich,1509.64050293,2018-02-04,2018-02-10
Norwich,1513.06933594,2018-02-11,2018-02-13
Norwich,1515.95812988,2018-02-14,2018-02-14
Norwich,1519.99951172,2018-02-15,2018-02-15
Norwich,1520.56506348,2018-02-16,2018-02-18
Norwich,1517.65283203,2018-02-19,2018-02-20
Norwich,1517.44213867,2018-02-21,2018-02-21
Norwich,1521.18408203,2018-02-22,2018-02-22
Norwich,1521.03601074,2018-02-23,2018-02-24
Norwich,1516.14758301,2018-02-25,2018-03-06
Norwich,1511.89660645,2018-03-07,2018-03-07
Norwich,1506.69848633,2018-03-08,2018-03-08
Norwich,1509.95336914,2018-03-09,2018-03-10
Norwich,1502.33605957,2018-03-11,2018-03-13
Norwich,1495.37780762,2018-03-14,2018-03-14
Norwich,1493.37341309,2018-03-15,2018-03-15
Norwich,1494.47692871,2018-03-16,2018-03-17
Norwich,1499.57800293,2018-03-18,2018-03-30
Norwich,1490.16809082,2018-03-31,2018-04-02
Norwich,1476.26782227,2018-04-03,2018-04-05
Norwich,1479.85827637,2018-04-06,2018-04-07
Norwich,1492.55981445,2018-04-08,2018-04-10
Norwich,1491.80163574,2018-04-11,2018-04-12
Norwich,1492.09765625,2018-04-13,2018-04-14
Norwich,1481.62451172,2018-04-15,2018-04-21
Norwich,1483.94042969,2018-04-22,2018-04-24
Norwich,1486.98266602,2018-04-25,2018-04-26
Norwich,1486.30126953,2018-04-27,2018-04-28
Norwich,1492.17871094,2018-04-29,2018-05-02
Norwich,1491.26855469,2018-05-03,2018-05-03
Norwich,1489.71484375,2018-05-04,2018-05-06
Norwich,1476.39562988,2018-05-07,2018-05-26
Norwich,1473.87365723,2018-05-27,2018-07-26
Norwich,1473.89135742,2018-07-27,2018-08-02
Norwich,1474.81872559,2018-08-03,2018-08-04
Norwich,1474.75183105,2018-08-05,2018-08-09
Norwich,1475.1529541,2018-08-10,2018-08-11
Norwich,1468.5871582,2018-08-12,2018-08-16
Norwich,1471.32885742,2018-08-17,2018-08-18
Norwich,1464.80786133,2018-08-19,2018-08-22
Norwich,1475.87756348,2018-08-23,2018-08-23
Norwich,1472.12231445,2018-08-24,2018-08-25
Norwich,1456.92272949,2018-08-26,2018-08-30
Norwich,1454.43835449,2018-08-31,2018-09-02
Norwich,1455.37792969,2018-09-03,2018-09-15
Norwich,1465.09313965,2018-09-16,2018-09-18
