Club,Elo,From,To
Middlesbrough,1555.60412598,2017-08-13,2017-08-15
Middlesbrough,1562.41931152,2017-08-16,2017-08-17
Middlesbrough,1563.58874512,2017-08-18,2017-08-19
Middlesbrough,1554.06811523,2017-08-20,2017-08-23
Middlesbrough,1555.62683105,2017-08-24,2017-08-24
Middlesbrough,1555.92138672,2017-08-25,2017-08-26
Middlesbrough,1551.86206055,2017-08-27,2017-09-09
Middlesbrough,1560.52355957,2017-09-10,2017-09-12
Middlesbrough,1561.54870605,2017-09-13,2017-09-13
Middlesbrough,1565.28051758,2017-09-14,2017-09-14
Middlesbrough,1562.44372559,2017-09-15,2017-09-16
Middlesbrough,1566.41479492,2017-09-17,2017-09-23
Middlesbrough,1567.88879395,2017-09-24,2017-09-26
Middlesbrough,1559.02160645,2017-09-27,2017-09-27
Middlesbrough,1566.81604004,2017-09-28,2017-09-28
Middlesbrough,1565.21264648,2017-09-29,2017-09-30
Middlesbrough,1561.19116211,2017-10-01,2017-10-14
Middlesbrough,1559.36560059,2017-10-15,2017-10-17
Middlesbrough,1564.68737793,2017-10-18,2017-10-18
Middlesbrough,1565.10668945,2017-10-19,2017-10-19
Middlesbrough,1562.66662598,2017-10-20,2017-10-21
Middlesbrough,1552.02307129,2017-10-22,2017-10-28
Middlesbrough,1564.48522949,2017-10-29,2017-10-31
Middlesbrough,1574.81188965,2017-11-01,2017-11-01
Middlesbrough,1583.00366211,2017-11-02,2017-11-02
Middlesbrough,1577.6706543,2017-11-03,2017-11-05
Middlesbrough,1582.37353516,2017-11-06,2017-11-19
Middlesbrough,1573.97509766,2017-11-20,2017-11-21
Middlesbrough,1576.29711914,2017-11-22,2017-11-22
Middlesbrough,1577.5838623,2017-11-23,2017-11-23
Middlesbrough,1567.03356934,2017-11-24,2017-11-25
Middlesbrough,1547.99377441,2017-11-26,2017-12-02
Middlesbrough,1540.2722168,2017-12-03,2017-12-05
Middlesbrough,1540.30200195,2017-12-06,2017-12-06
Middlesbrough,1539.56005859,2017-12-07,2017-12-07
Middlesbrough,1543.43688965,2017-12-08,2017-12-09
Middlesbrough,1550.72033691,2017-12-10,2017-12-16
Middlesbrough,1540.30004883,2017-12-17,2017-12-23
Middlesbrough,1548.97644043,2017-12-24,2017-12-26
Middlesbrough,1553.09265137,2017-12-27,2017-12-30
Middlesbrough,1542.26318359,2017-12-31,2018-01-01
Middlesbrough,1550.96569824,2018-01-02,2018-01-13
Middlesbrough,1541.54553223,2018-01-14,2018-01-20
Middlesbrough,1553.86328125,2018-01-21,2018-01-30
Middlesbrough,1550.30432129,2018-01-31,2018-02-03
Middlesbrough,1542.2277832,2018-02-04,2018-02-10
Middlesbrough,1547.08276367,2018-02-11,2018-02-13
Middlesbrough,1549.97167969,2018-02-14,2018-02-14
Middlesbrough,1554.01293945,2018-02-15,2018-02-15
Middlesbrough,1554.57861328,2018-02-16,2018-02-17
Middlesbrough,1547.95678711,2018-02-18,2018-02-20
Middlesbrough,1555.18334961,2018-02-21,2018-02-21
Middlesbrough,1555.09643555,2018-02-22,2018-02-22
Middlesbrough,1554.94836426,2018-02-23,2018-02-24
Middlesbrough,1552.95288086,2018-02-25,2018-03-02
Middlesbrough,1562.51403809,2018-03-03,2018-03-06
Middlesbrough,1567.1842041,2018-03-07,2018-03-07
Middlesbrough,1561.98608398,2018-03-08,2018-03-08
Middlesbrough,1565.24108887,2018-03-09,2018-03-10
Middlesbrough,1569.94274902,2018-03-11,2018-03-13
Middlesbrough,1564.21716309,2018-03-14,2018-03-14
Middlesbrough,1562.21276855,2018-03-15,2018-03-15
Middlesbrough,1563.31616211,2018-03-16,2018-03-17
Middlesbrough,1563.29003906,2018-03-18,2018-03-30
Middlesbrough,1554.21472168,2018-03-31,2018-04-02
Middlesbrough,1550.04248047,2018-04-03,2018-04-05
Middlesbrough,1553.63293457,2018-04-06,2018-04-07
Middlesbrough,1559.29077148,2018-04-08,2018-04-10
Middlesbrough,1549.98657227,2018-04-11,2018-04-12
Middlesbrough,1550.2824707,2018-04-13,2018-04-14
Middlesbrough,1555.61181641,2018-04-15,2018-04-21
Middlesbrough,1564.1842041,2018-04-22,2018-04-24
Middlesbrough,1567.22644043,2018-04-25,2018-04-26
Middlesbrough,1566.54504395,2018-04-27,2018-04-28
Middlesbrough,1574.25610352,2018-04-29,2018-05-02
Middlesbrough,1573.34594727,2018-05-03,2018-05-03
Middlesbrough,1571.7923584,2018-05-04,2018-05-06
Middlesbrough,1569.99023438,2018-05-07,2018-05-12
Middlesbrough,1561.54748535,2018-05-13,2018-05-15
Middlesbrough,1559.17431641,2018-05-16,2018-05-26
Middlesbrough,1556.65246582,2018-05-27,2018-07-26
Middlesbrough,1556.67016602,2018-07-27,2018-08-02
Middlesbrough,1557.59741211,2018-08-03,2018-08-04
Middlesbrough,1558.12304688,2018-08-05,2018-08-07
Middlesbrough,1565.33361816,2018-08-08,2018-08-09
Middlesbrough,1565.73474121,2018-08-10,2018-08-11
Middlesbrough,1568.87023926,2018-08-12,2018-08-16
Middlesbrough,1571.61206055,2018-08-17,2018-08-18
Middlesbrough,1581.76342773,2018-08-19,2018-08-23
Middlesbrough,1578.00817871,2018-08-24,2018-08-24
