Club,Elo,From,To
West Brom,1597.53527832,2018-04-16,2018-04-18
West Brom,1597.53527832,2018-04-19,2018-04-20
West Brom,1597.53527832,2018-04-21,2018-04-21
West Brom,1604.31958008,2018-04-22,2018-04-22
West Brom,1604.31958008,2018-04-23,2018-04-24
West Brom,1607.36169434,2018-04-25,2018-04-25
West Brom,1607.36169434,2018-04-26,2018-04-26
West Brom,1606.68029785,2018-04-27,2018-04-28
West Brom,1618.203125,2018-04-29,2018-04-29
West Brom,1618.203125,2018-04-30,2018-05-02
West Brom,1617.29296875,2018-05-03,2018-05-03
West Brom,1615.73925781,2018-05-04,2018-05-05
West Brom,1629.88464355,2018-05-06,2018-05-06
West Brom,1629.88464355,2018-05-07,2018-05-07
West Brom,1629.88464355,2018-05-08,2018-05-13
West Brom,1622.48071289,2018-05-14,2018-05-14
West Brom,1622.48071289,2018-05-15,2018-05-16
West Brom,1622.48071289,2018-05-17,2018-05-18
West Brom,1622.48071289,2018-05-19,2018-05-20
West Brom,1622.48071289,2018-05-21,2018-05-21
West Brom,1622.48071289,2018-05-22,2018-05-26
West Brom,1619.95874023,2018-05-27,2018-05-27
West Brom,1619.95874023,2018-05-28,2018-06-02
West Brom,1619.95874023,2018-06-03,2018-06-13
West Brom,1619.95874023,2018-06-14,2018-07-01
West Brom,1619.95874023,2018-07-02,2018-07-24
West Brom,1619.95874023,2018-07-25,2018-07-26
West Brom,1619.97644043,2018-07-27,2018-07-28
West Brom,1619.97644043,2018-07-29,2018-08-02
West Brom,1620.90380859,2018-08-03,2018-08-04
West Brom,1605.51367188,2018-08-05,2018-08-07
West Brom,1602.32507324,2018-08-08,2018-08-09
West Brom,1602.72619629,2018-08-10,2018-08-11
West Brom,1609.29211426,2018-08-12,2018-08-12
West Brom,1609.29211426,2018-08-13,2018-08-14
West Brom,1609.29211426,2018-08-15,2018-08-16
West Brom,1612.03381348,2018-08-17,2018-08-18
West Brom,1618.68652344,2018-08-19,2018-08-19
West Brom,1618.68652344,2018-08-20,2018-08-23
West Brom,1614.93127441,2018-08-24,2018-08-24
West Brom,1607.50219727,2018-08-25,2018-08-25
West Brom,1607.50219727,2018-08-26,2018-08-30
West Brom,1605.01794434,2018-08-31,2018-09-01
West Brom,1611.04150391,2018-09-02,2018-09-02
West Brom,1611.04150391,2018-09-03,2018-09-09
West Brom,1611.04150391,2018-09-10,2018-09-14
West Brom,1606.97827148,2018-09-15,2018-09-15
West Brom,1606.97827148,2018-09-16,2018-09-16
West Brom,1606.97827148,2018-09-17,2018-09-18
West Brom,1610.82983398,2018-09-19,2018-09-19
West Brom,1608.90441895,2018-09-20,2018-09-20
West Brom,1611.23095703,2018-09-21,2018-09-22
West Brom,1616.13842773,2018-09-23,2018-09-29
West Brom,1621.89111328,2018-09-30,2018-10-02
West Brom,1621.82202148,2018-10-03,2018-10-03
West Brom,1613.94958496,2018-10-04,2018-10-04
West Brom,1615.79943848,2018-10-05,2018-10-06
West Brom,1619.54736328,2018-10-07,2018-10-12
West Brom,1619.54736328,2018-10-13,2018-10-19
West Brom,1619.54736328,2018-10-20,2018-10-20
West Brom,1607.38745117,2018-10-21,2018-10-23
West Brom,1607.96594238,2018-10-24,2018-10-24
West Brom,1586.72351074,2018-10-25,2018-10-25
West Brom,1589.34362793,2018-10-26,2018-10-27
West Brom,1583.39331055,2018-10-28,2018-11-03
West Brom,1573.08410645,2018-11-04,2018-11-06
West Brom,1568.11828613,2018-11-07,2018-11-07
West Brom,1574.11083984,2018-11-08,2018-11-08
West Brom,1572.92248535,2018-11-09,2018-11-10
